time (min),area (µm²),bacterium
3532.0,2.387632,2
3533.0,2.4281919999999997,2
3534.0,2.468752,2
3535.0,2.479568,2
3536.0,2.495792,2
3538.0,1.3655199999999998,2
3539.0,1.3979679999999999,2
3540.0,1.416896,2
3541.0,1.4223039999999998,2
3542.0,1.414192,2
3543.0,1.4385279999999998,2
3544.0,1.40608,2
3545.0,1.4277119999999999,2
3546.0,1.462864,2
3547.0,1.4682719999999998,2
3548.0,1.4412319999999998,2
3549.0,1.452048,2
3550.0,1.476384,2
3551.0,1.479088,2
3552.0,1.508832,2
3553.0,1.5169439999999998,2
3554.0,1.5331679999999999,2
3555.0,1.5142399999999998,2
3556.0,1.552096,2
3557.0,1.5629119999999999,2
3558.0,1.5466879999999998,2
3559.0,1.571024,2
3560.0,1.587248,2
3561.0,1.584544,2
3562.0,1.59536,2
3563.0,1.6061759999999998,2
3564.0,1.614288,2
3565.0,1.6359199999999998,2
3566.0,1.641328,2
3567.0,1.6521439999999998,2
3568.0,1.6548479999999999,2
3569.0,1.673776,2
3570.0,1.687296,2
3571.0,1.69,2
3572.0,1.7116319999999998,2
3573.0,1.7143359999999999,2
3574.0,1.746784,2
3575.0,1.733264,2
3576.0,1.7440799999999999,2
3577.0,1.746784,2
3578.0,1.7548959999999998,2
3579.0,1.795456,2
3580.0,1.8062719999999999,2
3581.0,1.822496,2
3582.0,1.8306079999999998,2
3583.0,1.8197919999999999,2
3584.0,1.854944,2
3585.0,1.8603519999999998,2
3586.0,1.8819839999999999,2
3587.0,1.8927999999999998,2
3588.0,1.9063199999999998,2
3589.0,1.9225439999999998,2
3590.0,1.9414719999999999,2
3591.0,1.9198399999999998,2
3592.0,1.9685119999999998,2
3593.0,1.9549919999999998,2
3594.0,1.9820319999999998,2
3595.0,1.9982559999999998,2
3596.0,2.0090719999999997,2
3597.0,2.028,2
3598.0,2.0658559999999997,2
3599.0,2.0712639999999998,2
3600.0,2.079376,2
3601.0,2.087488,2
3602.0,2.111824,2
3603.0,2.1226399999999996,2
3604.0,2.0928959999999996,2
3605.0,2.111824,2
3606.0,2.0955999999999997,2
3607.0,2.0928959999999996,2
3608.0,2.090192,2
3609.0,2.0928959999999996,2
3610.0,2.138864,2
3611.0,2.1523839999999996,2
3612.0,2.1821279999999996,2
3613.0,2.168608,2
3614.0,2.211872,2
3615.0,2.2308,2
3616.0,2.228096,2
3617.0,2.25784,2
3618.0,2.241616,2
3619.0,2.2794719999999997,2
3620.0,2.268656,2
3621.0,2.301104,2
3622.0,2.2767679999999997,2
3623.0,2.3119199999999998,2
3624.0,2.3416639999999997,2
3625.0,2.355184,2
3626.0,2.355184,2
3627.0,2.3957439999999997,2
3628.0,2.414672,2
3629.0,2.390336,2
3630.0,2.387632,2
3631.0,2.4281919999999997,2
3632.0,2.4579359999999997,2
3633.0,2.4579359999999997,2
3634.0,2.47416,2
3635.0,2.4849759999999996,2
3636.0,2.5147199999999996,2
3637.0,2.506608,2
3638.0,2.52824,2
3639.0,2.525536,2
3640.0,2.566096,2
3641.0,2.59584,2
3642.0,2.5850239999999998,2
3643.0,2.571504,2
3644.0,2.5769119999999996,2
3645.0,2.6039519999999996,2
3646.0,2.6120639999999997,2
3647.0,2.525536,2
3649.0,1.538576,2
3650.0,1.571024,2
3651.0,1.584544,2
3652.0,1.5764319999999998,2
3653.0,1.59536,2
3654.0,1.5899519999999998,2
3655.0,1.6196959999999998,2
3656.0,1.6359199999999998,2
3657.0,1.6521439999999998,2
3658.0,1.6332159999999998,2
3659.0,1.6494399999999998,2
3660.0,1.6332159999999998,2
3661.0,1.644032,2
3662.0,1.646736,2
3663.0,1.660256,2
3664.0,1.687296,2
3665.0,1.69,2
3666.0,1.6954079999999998,2
3667.0,1.7089279999999998,2
3668.0,1.7251519999999998,2
3669.0,1.733264,2
3670.0,1.752192,2
3671.0,1.763008,2
3672.0,1.765712,2
3673.0,1.792752,2
3674.0,1.8035679999999998,2
3675.0,1.79816,2
3676.0,1.8333119999999998,2
3677.0,1.841424,2
3678.0,1.841424,2
3679.0,1.8657599999999999,2
3680.0,1.8765759999999998,2
3681.0,1.9063199999999998,2
3682.0,1.8955039999999999,2
3683.0,1.914432,2
3684.0,1.9117279999999999,2
3685.0,1.9225439999999998,2
3686.0,1.9279519999999999,2
3687.0,1.94688,2
3688.0,1.9712159999999999,2
3689.0,1.992848,2
3690.0,2.00096,2
3691.0,2.0063679999999997,2
3692.0,2.0334079999999997,2
3693.0,2.08208,2
3694.0,2.05504,2
3695.0,2.08208,2
3696.0,2.090192,2
3697.0,2.111824,2
3698.0,2.111824,2
3699.0,2.114528,2
3700.0,2.138864,2
3701.0,2.171312,2
3702.0,2.171312,2
3703.0,2.198352,2
3704.0,2.2308,2
3705.0,2.236208,2
3706.0,2.2172799999999997,2
3707.0,2.2524319999999998,2
3708.0,2.265952,2
3709.0,2.287584,2
3710.0,2.314624,2
3711.0,2.3335519999999996,2
3712.0,2.3335519999999996,2
3713.0,2.355184,2
3714.0,2.530944,2
3715.0,2.566096,2
3716.0,2.5498719999999997,2
3717.0,2.5742079999999996,2
3718.0,2.3659999999999997,2
3719.0,2.382224,2
3720.0,2.3930399999999996,2
3721.0,2.409264,2
3722.0,2.3957439999999997,2
3723.0,2.409264,2
3724.0,2.4281919999999997,2
3725.0,2.4254879999999996,2
3726.0,2.466048,2
3727.0,2.44712,2
3728.0,2.506608,2
3729.0,2.533648,2
3730.0,2.5498719999999997,2
3731.0,2.5228319999999997,2
3732.0,2.560688,2
3733.0,2.5796159999999997,2
3734.0,2.571504,2
3735.0,2.601248,2
3736.0,2.6066559999999996,2
3737.0,2.660736,2
3738.0,2.617472,2
3739.0,2.687776,2
3740.0,2.6958879999999996,2
3741.0,2.679664,2
3742.0,2.658032,2
3743.0,2.66344,2
3744.0,2.67696,2
3746.0,1.5764319999999998,2
3747.0,1.5737279999999998,2
3748.0,1.6034719999999998,2
3749.0,1.5629119999999999,2
3750.0,1.571024,2
3751.0,1.5899519999999998,2
3752.0,1.598064,2
3753.0,1.614288,2
3754.0,1.630512,2
3755.0,1.627808,2
3756.0,1.6548479999999999,2
3757.0,1.644032,2
3758.0,1.6548479999999999,2
3759.0,1.671072,2
3760.0,1.6656639999999998,2
3761.0,1.673776,2
3762.0,1.692704,2
3763.0,1.6954079999999998,2
3764.0,1.70352,2
3765.0,1.706224,2
3766.0,1.733264,2
3767.0,1.733264,2
3768.0,1.7305599999999999,2
3769.0,1.763008,2
3770.0,1.779232,2
3771.0,1.792752,2
3772.0,1.8008639999999998,2
3773.0,1.8197919999999999,2
3774.0,1.8360159999999999,2
3775.0,1.83872,2
3776.0,1.8170879999999998,2
3777.0,1.857648,2
3778.0,1.884688,2
3779.0,1.898208,2
3780.0,1.8900959999999998,2
3781.0,1.903616,2
3782.0,1.9090239999999998,2
3783.0,1.9225439999999998,2
3784.0,1.9414719999999999,2
3785.0,1.944176,2
3786.0,1.9387679999999998,2
3787.0,1.9604,2
3788.0,1.9847359999999998,2
3789.0,2.0063679999999997,2
3790.0,2.0063679999999997,2
3791.0,2.011776,2
3792.0,2.057744,2
3793.0,2.0631519999999997,2
3794.0,2.079376,2
3795.0,2.0983039999999997,2
3796.0,2.10912,2
3797.0,2.0955999999999997,2
3798.0,2.1226399999999996,2
3799.0,2.141568,2
3800.0,2.1577919999999997,2
3801.0,2.171312,2
3802.0,2.206464,2
3803.0,2.225392,2
3804.0,2.20376,2
3805.0,2.236208,2
3806.0,2.2443199999999996,2
3807.0,2.2524319999999998,2
3808.0,2.265952,2
3809.0,2.28488,2
3810.0,2.3065119999999997,2
3811.0,2.301104,2
3812.0,2.3065119999999997,2
3813.0,2.320032,2
3814.0,2.3362559999999997,2
3815.0,2.357888,2
3816.0,2.314624,2
3817.0,2.3389599999999997,2
3818.0,2.40656,2
3819.0,2.3714079999999997,2
3820.0,2.384928,2
3821.0,2.411968,2
3822.0,2.4335999999999998,2
3823.0,2.476864,2
3824.0,2.4633439999999998,2
3825.0,2.4930879999999997,2
3826.0,2.5228319999999997,2
3827.0,2.52824,2
3828.0,2.512016,2
3829.0,2.563392,2
3830.0,2.5850239999999998,2
3831.0,2.628288,2
3832.0,2.6066559999999996,2
3833.0,2.6391039999999997,2
3834.0,2.6147679999999998,2
3835.0,2.6120639999999997,2
3836.0,2.617472,2
3837.0,2.5796159999999997,2
3838.0,2.5444639999999996,2
3839.0,2.6039519999999996,2
3840.0,2.587728,2
3841.0,2.6418079999999997,2
3842.0,2.685072,2
3843.0,2.709408,2
3845.0,1.54128,2
