time (min),area (µm²),bacterium
813.0,1.9549919999999998,2
814.0,1.97392,2
815.0,1.9847359999999998,2
816.0,2.025296,2
817.0,2.0036639999999997,2
818.0,1.990144,2
819.0,2.01448,2
820.0,2.030704,2
821.0,2.044224,2
822.0,2.073968,2
823.0,2.08208,2
824.0,2.060448,2
825.0,2.0685599999999997,2
826.0,2.090192,2
827.0,2.10912,2
828.0,2.103712,2
829.0,2.1253439999999997,2
830.0,2.119936,2
831.0,2.1226399999999996,2
832.0,2.165904,2
833.0,2.1632,2
834.0,2.174016,2
835.0,2.201056,2
836.0,2.209168,2
837.0,2.236208,2
838.0,2.225392,2
839.0,2.2470239999999997,2
840.0,2.2497279999999997,2
841.0,2.27136,2
842.0,2.295696,2
843.0,2.3092159999999997,2
844.0,2.287584,2
845.0,2.322736,2
846.0,2.295696,2
847.0,2.317328,2
848.0,2.3092159999999997,2
849.0,2.301104,2
850.0,2.301104,2
851.0,2.35248,2
852.0,2.376816,2
853.0,2.3957439999999997,2
854.0,2.3632959999999996,2
855.0,2.35248,2
856.0,2.382224,2
857.0,2.3957439999999997,2
859.0,1.2600639999999999,2
860.0,1.254656,2
861.0,1.3519999999999999,2
862.0,1.3519999999999999,2
863.0,1.370928,2
864.0,1.376336,2
865.0,1.3655199999999998,2
866.0,1.384448,2
867.0,1.3979679999999999,2
868.0,1.403376,2
869.0,1.414192,2
870.0,1.4196,2
871.0,1.43312,2
872.0,1.4277119999999999,2
873.0,1.449344,2
874.0,1.4547519999999998,2
875.0,1.4439359999999999,2
876.0,1.462864,2
877.0,1.46016,2
878.0,1.4736799999999999,2
879.0,1.479088,2
880.0,1.4980159999999998,2
881.0,1.506128,2
882.0,1.5142399999999998,2
883.0,1.5304639999999998,2
884.0,1.522352,2
885.0,1.538576,2
886.0,1.54128,2
887.0,1.5791359999999999,2
888.0,1.565616,2
889.0,1.5791359999999999,2
890.0,1.598064,2
891.0,1.611584,2
892.0,1.600768,2
893.0,1.600768,2
894.0,1.646736,2
895.0,1.7008159999999999,2
896.0,1.6359199999999998,2
897.0,1.644032,2
898.0,1.6791839999999998,2
899.0,1.6791839999999998,2
900.0,1.6981119999999998,2
901.0,1.7008159999999999,2
902.0,1.749488,2
903.0,1.7251519999999998,2
904.0,1.779232,2
905.0,1.7765279999999999,2
906.0,1.795456,2
907.0,1.752192,2
908.0,1.795456,2
909.0,1.8035679999999998,2
910.0,1.81168,2
911.0,1.8197919999999999,2
912.0,1.8441279999999998,2
913.0,1.8630559999999998,2
914.0,1.8738719999999998,2
915.0,1.8819839999999999,2
916.0,1.884688,2
917.0,1.9117279999999999,2
918.0,1.917136,2
919.0,1.93336,2
920.0,1.992848,2
921.0,2.0063679999999997,2
922.0,2.00096,2
923.0,2.011776,2
924.0,2.028,2
925.0,2.044224,2
926.0,2.057744,2
927.0,2.090192,2
928.0,2.090192,2
929.0,2.103712,2
930.0,2.10912,2
931.0,2.1280479999999997,2
932.0,2.141568,2
933.0,2.165904,2
934.0,2.165904,2
935.0,2.168608,2
936.0,2.201056,2
937.0,2.2172799999999997,2
938.0,2.2226879999999998,2
939.0,2.241616,2
940.0,2.2443199999999996,2
941.0,2.2794719999999997,2
942.0,2.295696,2
943.0,2.3065119999999997,2
944.0,2.3092159999999997,2
945.0,2.3389599999999997,2
946.0,2.320032,2
947.0,2.355184,2
948.0,2.347072,2
949.0,2.360592,2
950.0,2.382224,2
951.0,2.3659999999999997,2
952.0,2.384928,2
953.0,2.42008,2
954.0,2.4254879999999996,2
955.0,2.441712,2
956.0,2.4606399999999997,2
957.0,2.47416,2
958.0,2.4849759999999996,2
959.0,2.476864,2
960.0,2.476864,2
961.0,2.5201279999999997,2
962.0,2.5174239999999997,2
964.0,1.373632,2
966.0,1.400672,2
967.0,1.4196,2
968.0,1.4196,2
969.0,1.414192,2
970.0,1.435824,2
971.0,1.449344,2
972.0,1.4547519999999998,2
973.0,1.452048,2
974.0,1.46016,2
975.0,1.476384,2
976.0,1.495312,2
977.0,1.495312,2
978.0,1.5142399999999998,2
979.0,1.511536,2
980.0,1.5331679999999999,2
981.0,1.5466879999999998,2
982.0,1.56832,2
983.0,1.565616,2
984.0,1.56832,2
985.0,1.565616,2
986.0,1.5926559999999998,2
987.0,1.6034719999999998,2
988.0,1.6061759999999998,2
989.0,1.6251039999999999,2
990.0,1.6088799999999999,2
991.0,1.616992,2
992.0,1.630512,2
993.0,1.646736,2
994.0,1.646736,2
995.0,1.657552,2
996.0,1.6494399999999998,2
997.0,1.6629599999999998,2
998.0,1.6954079999999998,2
999.0,1.687296,2
1000.0,1.7008159999999999,2
1001.0,1.7116319999999998,2
1002.0,1.733264,2
1003.0,1.7305599999999999,2
1004.0,1.7386719999999998,2
1005.0,1.808976,2
1006.0,1.779232,2
1007.0,1.8170879999999998,2
1008.0,1.8143839999999998,2
1009.0,1.8333119999999998,2
1010.0,1.854944,2
1011.0,1.83872,2
1012.0,1.8900959999999998,2
1013.0,1.884688,2
1014.0,1.8657599999999999,2
1015.0,1.8738719999999998,2
1016.0,1.914432,2
1017.0,1.9090239999999998,2
1018.0,1.9549919999999998,2
1019.0,1.9549919999999998,2
1020.0,1.9982559999999998,2
1021.0,2.0036639999999997,2
1022.0,2.0036639999999997,2
1023.0,2.0388159999999997,2
1024.0,2.022592,2
1025.0,2.052336,2
1026.0,2.022592,2
1027.0,2.079376,2
1028.0,2.106416,2
1029.0,2.106416,2
1030.0,2.087488,2
1031.0,2.141568,2
1032.0,2.1604959999999997,2
1033.0,2.17672,2
1034.0,2.1523839999999996,2
1035.0,2.1902399999999997,2
1036.0,2.2145759999999997,2
1037.0,2.2172799999999997,2
1038.0,2.2767679999999997,2
1039.0,2.25784,2
1040.0,2.3065119999999997,2
1041.0,2.3065119999999997,2
1042.0,2.32544,2
1043.0,2.3416639999999997,2
1044.0,2.3714079999999997,2
1045.0,2.37952,2
1046.0,2.37952,2
1047.0,2.40656,2
1048.0,2.417376,2
1049.0,2.44712,2
1050.0,2.4606399999999997,2
1051.0,2.4849759999999996,2
1052.0,2.498496,2
1053.0,2.506608,2
1054.0,2.5228319999999997,2
1055.0,2.539056,2
1056.0,2.52824,2
1057.0,2.506608,2
1058.0,2.5012,2
1059.0,2.560688,2
1061.0,1.3979679999999999,2
1062.0,1.4114879999999999,2
1063.0,1.3952639999999998,2
1064.0,1.389856,2
1065.0,1.416896,2
1066.0,1.4223039999999998,2
1072.0,1.4682719999999998,2
1073.0,1.4682719999999998,2
1074.0,1.4736799999999999,2
1075.0,1.4844959999999998,2
1076.0,1.508832,2
1077.0,1.5277599999999998,2
1078.0,1.525056,2
1079.0,1.54128,2
1081.0,1.5764319999999998,2
1082.0,1.565616,2
1083.0,1.565616,2
1084.0,1.5899519999999998,2
1085.0,1.587248,2
1086.0,1.614288,2
1087.0,1.627808,2
1088.0,1.616992,2
1089.0,1.6386239999999999,2
1090.0,1.644032,2
1091.0,1.660256,2
1092.0,1.6656639999999998,2
1093.0,1.6845919999999999,2
1094.0,1.6818879999999998,2
1095.0,1.692704,2
1096.0,1.7143359999999999,2
1097.0,1.7251519999999998,2
1098.0,1.735968,2
1099.0,1.735968,2
1100.0,1.746784,2
1101.0,1.7684159999999998,2
1102.0,1.79816,2
1103.0,1.8143839999999998,2
1104.0,1.827904,2
1105.0,1.8657599999999999,2
1106.0,1.83872,2
1107.0,1.857648,2
1108.0,1.8603519999999998,2
1109.0,1.8738719999999998,2
1110.0,1.887392,2
1111.0,1.8900959999999998,2
1112.0,1.898208,2
1113.0,1.9252479999999998,2
1114.0,1.9495839999999998,2
1115.0,1.94688,2
1116.0,1.9712159999999999,2
1117.0,1.9685119999999998,2
1118.0,2.00096,2
1119.0,1.992848,2
1120.0,2.0388159999999997,2
1121.0,2.017184,2
1122.0,2.01448,2
1123.0,2.046928,2
1124.0,2.0658559999999997,2
1125.0,2.08208,2
1126.0,2.1010079999999998,2
1127.0,2.114528,2
1128.0,2.106416,2
1129.0,2.141568,2
1130.0,2.179424,2
1131.0,2.1632,2
1132.0,2.195648,2
1133.0,2.2145759999999997,2
1134.0,2.206464,2
1135.0,2.2172799999999997,2
1136.0,2.2497279999999997,2
1137.0,2.268656,2
1138.0,2.255136,2
1139.0,2.28488,2
1140.0,2.292992,2
1141.0,2.3362559999999997,2
1142.0,2.32544,2
1143.0,2.3714079999999997,2
1144.0,2.387632,2
1145.0,2.4038559999999998,2
1146.0,2.417376,2
1147.0,2.4552319999999996,2
1148.0,2.4552319999999996,2
1149.0,2.4903839999999997,2
1150.0,2.503904,2
1151.0,2.509312,2
1153.0,1.373632,2
1154.0,1.3979679999999999,2
1155.0,1.3952639999999998,2
1156.0,1.3925599999999998,2
1157.0,1.376336,2
1158.0,1.4087839999999998,2
1159.0,1.3925599999999998,2
1160.0,1.3195519999999998,2
1161.0,1.29792,2
1162.0,1.254656,2
1164.0,1.3033279999999998,2
1165.0,1.3330719999999998,2
1166.0,1.373632,2
1167.0,1.4223039999999998,2
1168.0,1.44664,2
1169.0,1.492608,2
1170.0,1.5142399999999998,2
1171.0,1.525056,2
1172.0,1.5034239999999999,2
1173.0,1.5304639999999998,2
1174.0,1.535872,2
1175.0,1.5439839999999998,2
1176.0,1.571024,2
1177.0,1.5791359999999999,2
1178.0,1.587248,2
1179.0,1.59536,2
1180.0,1.598064,2
1181.0,1.6223999999999998,2
1182.0,1.6359199999999998,2
1183.0,1.6386239999999999,2
1184.0,1.644032,2
1185.0,1.6629599999999998,2
1186.0,1.6656639999999998,2
1187.0,1.671072,2
1188.0,1.6954079999999998,2
1189.0,1.70352,2
1190.0,1.722448,2
1191.0,1.733264,2
1192.0,1.7386719999999998,2
1193.0,1.763008,2
1194.0,1.7711199999999998,2
1195.0,1.7575999999999998,2
1196.0,1.792752,2
1197.0,1.8035679999999998,2
1198.0,1.8062719999999999,2
1199.0,1.8306079999999998,2
1200.0,1.841424,2
1201.0,1.857648,2
1202.0,1.8657599999999999,2
1203.0,1.854944,2
1204.0,1.900912,2
1205.0,1.9063199999999998,2
1206.0,1.944176,2
1207.0,1.93336,2
1208.0,1.9414719999999999,2
1209.0,1.976624,2
1210.0,1.976624,2
1211.0,2.017184,2
1212.0,2.0036639999999997,2
1213.0,1.9982559999999998,2
1214.0,2.049632,2
1215.0,2.049632,2
1216.0,2.052336,2
1217.0,2.0631519999999997,2
1218.0,2.08208,2
1219.0,2.111824,2
1220.0,2.0983039999999997,2
1221.0,2.146976,2
1222.0,2.1253439999999997,2
1223.0,2.165904,2
1224.0,2.195648,2
1225.0,2.198352,2
1226.0,2.206464,2
1227.0,2.225392,2
1228.0,2.209168,2
1229.0,2.241616,2
1230.0,2.290288,2
1231.0,2.3119199999999998,2
1232.0,2.317328,2
1233.0,2.3416639999999997,2
1234.0,2.376816,2
1235.0,2.3659999999999997,2
1236.0,2.3687039999999997,2
1237.0,2.4038559999999998,2
1238.0,2.42008,2
1239.0,2.4335999999999998,2
1240.0,2.452528,2
1241.0,2.4930879999999997,2
1242.0,2.4876799999999997,2
1243.0,2.512016,2
1244.0,2.54176,2
1245.0,2.5552799999999998,2
1246.0,2.536352,2
1247.0,2.4930879999999997,2
1248.0,2.5228319999999997,2
1249.0,2.5444639999999996,2
1250.0,2.498496,2
1251.0,2.498496,2
1253.0,1.5034239999999999,2
1254.0,1.5277599999999998,2
1255.0,1.4980159999999998,2
1256.0,1.508832,2
1257.0,1.5331679999999999,2
1258.0,1.5304639999999998,2
1259.0,1.5304639999999998,2
1260.0,1.535872,2
1261.0,1.54128,2
1262.0,1.5466879999999998,2
1263.0,1.525056,2
1264.0,1.5548,2
1265.0,1.565616,2
1266.0,1.5791359999999999,2
1267.0,1.5899519999999998,2
1268.0,1.6088799999999999,2
1269.0,1.6386239999999999,2
1270.0,1.641328,2
1271.0,1.657552,2
1272.0,1.598064,2
1273.0,1.6034719999999998,2
1275.0,1.660256,2
1276.0,1.644032,2
1277.0,1.673776,2
1278.0,1.67648,2
1279.0,1.70352,2
1280.0,1.6981119999999998,2
1281.0,1.70352,2
1282.0,1.7386719999999998,2
1283.0,1.7386719999999998,2
1284.0,1.752192,2
1285.0,1.7575999999999998,2
1286.0,1.7765279999999999,2
1287.0,1.7765279999999999,2
1288.0,1.8062719999999999,2
1289.0,1.795456,2
1290.0,1.8035679999999998,2
1291.0,1.83872,2
1292.0,1.8441279999999998,2
1293.0,1.857648,2
1294.0,1.8765759999999998,2
1295.0,1.9090239999999998,2
1296.0,1.917136,2
1297.0,1.914432,2
1298.0,1.9387679999999998,2
1299.0,1.9549919999999998,2
1300.0,1.9712159999999999,2
1301.0,1.9982559999999998,2
1302.0,2.0090719999999997,2
1303.0,1.992848,2
1304.0,2.0036639999999997,2
1305.0,2.0334079999999997,2
1306.0,2.0388159999999997,2
1307.0,2.05504,2
1308.0,2.052336,2
1309.0,2.090192,2
1310.0,2.1010079999999998,2
1311.0,2.114528,2
1312.0,2.141568,2
1313.0,2.144272,2
1314.0,2.1632,2
1315.0,2.179424,2
1316.0,2.192944,2
1317.0,2.228096,2
1318.0,2.206464,2
1319.0,2.2443199999999996,2
1320.0,2.25784,2
1321.0,2.260544,2
1322.0,2.2984,2
1323.0,2.314624,2
1324.0,2.328144,2
1325.0,2.314624,2
1326.0,2.344368,2
1327.0,2.360592,2
1328.0,2.357888,2
1329.0,2.374112,2
1330.0,2.3930399999999996,2
1331.0,2.384928,2
1332.0,2.4038559999999998,2
1333.0,2.411968,2
1334.0,2.40656,2
1335.0,2.4011519999999997,2
1336.0,2.3930399999999996,2
1337.0,2.4606399999999997,2
1338.0,2.4606399999999997,2
1339.0,2.512016,2
1341.0,1.341184,2
1342.0,1.360112,2
1343.0,1.373632,2
1344.0,1.3925599999999998,2
1345.0,1.3952639999999998,2
1346.0,1.387152,2
1347.0,1.4087839999999998,2
1348.0,1.400672,2
1349.0,1.4223039999999998,2
1350.0,1.4196,2
1351.0,1.43312,2
1352.0,1.4547519999999998,2
1353.0,1.449344,2
1354.0,1.4709759999999998,2
1355.0,1.4871999999999999,2
1356.0,1.511536,2
1357.0,1.508832,2
1358.0,1.506128,2
1359.0,1.5196479999999999,2
1360.0,1.535872,2
1361.0,1.525056,2
1362.0,1.522352,2
1363.0,1.525056,2
1364.0,1.5196479999999999,2
1365.0,1.511536,2
1366.0,1.538576,2
1367.0,1.5196479999999999,2
1368.0,1.535872,2
1369.0,1.5331679999999999,2
1370.0,1.5602079999999998,2
1371.0,1.58184,2
1372.0,1.5602079999999998,2
1373.0,1.5926559999999998,2
1374.0,1.600768,2
1376.0,1.630512,2
1377.0,1.6494399999999998,2
1378.0,1.6359199999999998,2
1379.0,1.6548479999999999,2
1380.0,1.6791839999999998,2
1381.0,1.6656639999999998,2
1382.0,1.687296,2
1383.0,1.69,2
1384.0,1.692704,2
1385.0,1.71704,2
1386.0,1.722448,2
1387.0,1.7413759999999998,2
1388.0,1.7548959999999998,2
1389.0,1.765712,2
1390.0,1.7873439999999998,2
1391.0,1.7900479999999999,2
1392.0,1.8062719999999999,2
1393.0,1.822496,2
1394.0,1.827904,2
1395.0,1.8495359999999998,2
1396.0,1.8522399999999999,2
1397.0,1.857648,2
1398.0,1.868464,2
1399.0,1.8738719999999998,2
1400.0,1.900912,2
1401.0,1.9090239999999998,2
1402.0,1.9360639999999998,2
1403.0,1.9414719999999999,2
1404.0,1.9712159999999999,2
1405.0,1.9820319999999998,2
1406.0,1.976624,2
1407.0,2.01448,2
1408.0,2.0036639999999997,2
1409.0,2.011776,2
1410.0,2.0388159999999997,2
1411.0,2.044224,2
1412.0,2.052336,2
1413.0,2.079376,2
1414.0,2.0928959999999996,2
1415.0,2.0928959999999996,2
1416.0,2.1010079999999998,2
1417.0,2.1307519999999998,2
1418.0,2.13616,2
1419.0,2.138864,2
1420.0,2.174016,2
1421.0,2.165904,2
1422.0,2.192944,2
1423.0,2.20376,2
1424.0,2.195648,2
1425.0,2.2308,2
1426.0,2.25784,2
1427.0,2.2524319999999998,2
1428.0,2.290288,2
1429.0,2.2821759999999998,2
1430.0,2.322736,2
1431.0,2.3092159999999997,2
1432.0,2.3362559999999997,2
1433.0,2.3389599999999997,2
1434.0,2.3632959999999996,2
1435.0,2.411968,2
1436.0,2.422784,2
1437.0,2.422784,2
1438.0,2.4552319999999996,2
1439.0,2.479568,2
1440.0,2.4849759999999996,2
1441.0,2.411968,2
1442.0,2.4254879999999996,2
1443.0,2.466048,2
1444.0,2.476864,2
1445.0,2.533648,2
1446.0,2.5498719999999997,2
1447.0,2.6039519999999996,2
1449.0,1.40608,2
1450.0,1.414192,2
1451.0,1.4250079999999998,2
1452.0,1.452048,2
1453.0,1.435824,2
1454.0,1.4547519999999998,2
1455.0,1.481792,2
1456.0,1.4682719999999998,2
1457.0,1.465568,2
1458.0,1.4736799999999999,2
1459.0,1.492608,2
1460.0,1.5034239999999999,2
1461.0,1.506128,2
1462.0,1.5142399999999998,2
1463.0,1.5169439999999998,2
1464.0,1.525056,2
1465.0,1.5575039999999998,2
1466.0,1.538576,2
1467.0,1.5439839999999998,2
1468.0,1.571024,2
1469.0,1.58184,2
1470.0,1.5764319999999998,2
1471.0,1.5899519999999998,2
1472.0,1.6061759999999998,2
1473.0,1.611584,2
1474.0,1.6223999999999998,2
1475.0,1.6521439999999998,2
1476.0,1.6386239999999999,2
1477.0,1.660256,2
1478.0,1.660256,2
1479.0,1.6683679999999999,2
1480.0,1.6791839999999998,2
1481.0,1.706224,2
1482.0,1.71704,2
1483.0,1.722448,2
1484.0,1.722448,2
1485.0,1.7251519999999998,2
1486.0,1.749488,2
1487.0,1.7603039999999999,2
1488.0,1.7873439999999998,2
1489.0,1.7765279999999999,2
1490.0,1.8008639999999998,2
1491.0,1.8008639999999998,2
1492.0,1.8252,2
1493.0,1.8252,2
1494.0,1.8522399999999999,2
1495.0,1.8468319999999998,2
1496.0,1.868464,2
1497.0,1.8927999999999998,2
1498.0,1.900912,2
1499.0,1.9090239999999998,2
1500.0,1.9225439999999998,2
1501.0,1.9225439999999998,2
1502.0,1.93336,2
1503.0,1.9604,2
1504.0,1.9685119999999998,2
1505.0,1.97392,2
1506.0,2.0063679999999997,2
1507.0,2.0090719999999997,2
1508.0,2.019888,2
1509.0,2.028,2
1510.0,2.052336,2
1511.0,2.049632,2
1512.0,2.060448,2
1513.0,2.08208,2
1514.0,2.106416,2
1515.0,2.119936,2
1516.0,2.138864,2
1517.0,2.138864,2
1518.0,2.1523839999999996,2
1519.0,2.1577919999999997,2
1520.0,2.195648,2
1521.0,2.179424,2
1522.0,2.225392,2
1523.0,2.209168,2
1524.0,2.2199839999999997,2
1525.0,2.28488,2
1526.0,2.263248,2
1527.0,2.2821759999999998,2
1528.0,2.3335519999999996,2
1529.0,2.3335519999999996,2
1530.0,2.357888,2
1531.0,2.344368,2
1532.0,2.37952,2
1533.0,2.414672,2
1534.0,2.4335999999999998,2
1535.0,2.452528,2
1536.0,2.482272,2
1537.0,2.5147199999999996,2
1538.0,2.587728,2
1539.0,2.66344,2
1540.0,2.69048,2
1541.0,2.774304,2
1542.0,2.9446559999999997,2
1543.0,2.904096,2
1544.0,2.8554239999999997,2
1545.0,2.804048,2
1546.0,2.7580799999999996,2
1547.0,2.630992,2
1548.0,2.682368,2
1549.0,2.655328,2
1550.0,2.6958879999999996,2
1552.0,1.4682719999999998,2
1553.0,1.462864,2
1554.0,1.4844959999999998,2
1555.0,1.495312,2
1556.0,1.511536,2
1557.0,1.5196479999999999,2
1558.0,1.511536,2
1559.0,1.525056,2
1560.0,1.5277599999999998,2
1561.0,1.5277599999999998,2
1562.0,1.5304639999999998,2
1563.0,1.5466879999999998,2
1564.0,1.5629119999999999,2
1565.0,1.58184,2
1566.0,1.59536,2
1567.0,1.5926559999999998,2
1568.0,1.600768,2
1569.0,1.616992,2
1570.0,1.6061759999999998,2
1571.0,1.646736,2
1572.0,1.6548479999999999,2
1573.0,1.6656639999999998,2
1574.0,1.6683679999999999,2
1575.0,1.687296,2
1576.0,1.692704,2
1577.0,1.7089279999999998,2
1578.0,1.7089279999999998,2
1579.0,1.733264,2
1580.0,1.746784,2
1581.0,1.7548959999999998,2
1582.0,1.765712,2
1583.0,1.7846399999999998,2
1584.0,1.792752,2
1585.0,1.792752,2
1586.0,1.8197919999999999,2
1587.0,1.83872,2
1588.0,1.8360159999999999,2
1589.0,1.8333119999999998,2
1590.0,1.871168,2
1591.0,1.884688,2
1592.0,1.887392,2
1593.0,1.9063199999999998,2
1594.0,1.914432,2
1595.0,1.930656,2
1596.0,1.9549919999999998,2
1597.0,1.9522879999999998,2
1598.0,1.9549919999999998,2
1599.0,1.9658079999999998,2
1600.0,1.9793279999999998,2
1601.0,1.976624,2
1602.0,2.0063679999999997,2
1603.0,2.0361119999999997,2
1604.0,2.0388159999999997,2
1605.0,2.076672,2
1606.0,2.057744,2
1607.0,2.076672,2
1608.0,2.0955999999999997,2
1609.0,2.090192,2
1610.0,2.10912,2
1611.0,2.138864,2
1612.0,2.141568,2
1613.0,2.1821279999999996,2
1614.0,2.179424,2
1615.0,2.1875359999999997,2
1616.0,2.1875359999999997,2
1617.0,2.195648,2
1618.0,2.238912,2
1619.0,2.241616,2
1620.0,2.25784,2
1621.0,2.2767679999999997,2
1622.0,2.2821759999999998,2
1623.0,2.2821759999999998,2
1624.0,2.2984,2
1625.0,2.320032,2
1626.0,2.349776,2
1627.0,2.357888,2
1628.0,2.3957439999999997,2
1629.0,2.4038559999999998,2
1630.0,2.411968,2
1631.0,2.439008,2
1632.0,2.439008,2
1633.0,2.4335999999999998,2
1634.0,2.5012,2
1635.0,2.54176,2
1636.0,2.714816,2
1637.0,2.8743519999999996,2
1638.0,2.8175679999999996,2
1639.0,2.8527199999999997,2
1640.0,2.8229759999999997,2
1641.0,2.8824639999999997,2
1642.0,2.806752,2
1643.0,2.722928,2
1644.0,2.625584,2
1645.0,2.6363999999999996,2
1646.0,2.563392,2
1647.0,2.4930879999999997,2
1649.0,1.4844959999999998,2
1650.0,1.43312,2
1651.0,1.4196,2
1652.0,1.4087839999999998,2
1653.0,1.4844959999999998,2
1654.0,1.479088,2
1655.0,1.4871999999999999,2
1656.0,1.5007199999999998,2
1657.0,1.5196479999999999,2
1658.0,1.5169439999999998,2
1659.0,1.508832,2
1660.0,1.5493919999999999,2
1661.0,1.5439839999999998,2
1662.0,1.56832,2
1663.0,1.5602079999999998,2
1664.0,1.58184,2
1665.0,1.58184,2
1666.0,1.5899519999999998,2
1667.0,1.59536,2
1668.0,1.6223999999999998,2
1669.0,1.6196959999999998,2
1670.0,1.6223999999999998,2
1671.0,1.6386239999999999,2
1672.0,1.641328,2
1673.0,1.673776,2
1674.0,1.6791839999999998,2
1675.0,1.687296,2
1676.0,1.692704,2
1677.0,1.7008159999999999,2
1678.0,1.7251519999999998,2
1679.0,1.749488,2
1680.0,1.749488,2
1681.0,1.733264,2
1682.0,1.7575999999999998,2
1683.0,1.765712,2
1684.0,1.781936,2
1685.0,1.7765279999999999,2
1686.0,1.8008639999999998,2
1687.0,1.822496,2
1688.0,1.827904,2
1689.0,1.841424,2
1690.0,1.8468319999999998,2
1691.0,1.857648,2
1692.0,1.8738719999999998,2
1693.0,1.8927999999999998,2
1694.0,1.8955039999999999,2
1695.0,1.9090239999999998,2
1696.0,1.9225439999999998,2
1697.0,1.930656,2
1698.0,1.9414719999999999,2
1699.0,1.9685119999999998,2
1700.0,1.9685119999999998,2
1701.0,1.9874399999999999,2
1702.0,2.011776,2
1703.0,2.019888,2
1704.0,2.0334079999999997,2
1705.0,2.030704,2
1706.0,2.057744,2
1707.0,2.090192,2
1708.0,2.079376,2
1709.0,2.103712,2
1710.0,2.114528,2
1711.0,2.1307519999999998,2
1712.0,2.146976,2
1713.0,2.1577919999999997,2
1714.0,2.168608,2
1715.0,2.1875359999999997,2
1716.0,2.233504,2
1717.0,2.2443199999999996,2
1718.0,2.241616,2
1719.0,2.2740639999999996,2
1720.0,2.3092159999999997,2
1721.0,2.317328,2
1722.0,2.3092159999999997,2
1723.0,2.322736,2
1724.0,2.349776,2
1725.0,2.384928,2
1726.0,2.471456,2
1727.0,2.436304,2
1728.0,2.384928,2
1729.0,2.3957439999999997,2
1730.0,2.382224,2
1731.0,2.42008,2
1732.0,2.3659999999999997,2
1739.0,1.416896,2
1740.0,1.4223039999999998,2
1741.0,1.4412319999999998,2
1742.0,1.4277119999999999,2
1743.0,1.4412319999999998,2
1744.0,1.4412319999999998,2
1745.0,1.465568,2
1746.0,1.481792,2
1747.0,1.481792,2
1748.0,1.5007199999999998,2
1749.0,1.495312,2
1750.0,1.508832,2
1751.0,1.5169439999999998,2
1752.0,1.5277599999999998,2
1753.0,1.5439839999999998,2
1754.0,1.5548,2
1755.0,1.565616,2
1756.0,1.5791359999999999,2
1757.0,1.59536,2
1758.0,1.59536,2
1759.0,1.6061759999999998,2
1760.0,1.630512,2
1761.0,1.6251039999999999,2
1762.0,1.641328,2
1763.0,1.6656639999999998,2
1764.0,1.6494399999999998,2
1765.0,1.6791839999999998,2
1766.0,1.692704,2
1767.0,1.706224,2
1768.0,1.7143359999999999,2
1769.0,1.7305599999999999,2
1770.0,1.7386719999999998,2
1771.0,1.7305599999999999,2
1772.0,1.7738239999999998,2
1773.0,1.781936,2
1774.0,1.781936,2
1775.0,1.7846399999999998,2
1776.0,1.7575999999999998,2
1777.0,1.7711199999999998,2
1778.0,1.81168,2
1779.0,1.822496,2
1780.0,1.827904,2
1781.0,1.8495359999999998,2
1782.0,1.8495359999999998,2
1783.0,1.8522399999999999,2
1784.0,1.8819839999999999,2
1785.0,1.8900959999999998,2
1786.0,1.8955039999999999,2
1787.0,1.9090239999999998,2
1788.0,1.94688,2
1789.0,1.944176,2
1790.0,1.9495839999999998,2
1791.0,1.9576959999999999,2
1792.0,1.9793279999999998,2
1793.0,1.9955519999999998,2
1794.0,2.0090719999999997,2
1795.0,2.028,2
1796.0,2.0334079999999997,2
1797.0,2.044224,2
1798.0,2.05504,2
1799.0,2.0712639999999998,2
1800.0,2.08208,2
1801.0,2.106416,2
1802.0,2.10912,2
1803.0,2.146976,2
1804.0,2.1632,2
1805.0,2.1550879999999997,2
1806.0,2.168608,2
1807.0,2.1821279999999996,2
1808.0,2.206464,2
1809.0,2.195648,2
1810.0,2.2308,2
1811.0,2.255136,2
1812.0,2.268656,2
1813.0,2.28488,2
1814.0,2.317328,2
1815.0,2.35248,2
1816.0,2.4038559999999998,2
1817.0,2.376816,2
1818.0,2.5174239999999997,2
1819.0,2.768896,2
1820.0,2.7634879999999997,2
1821.0,2.768896,2
1822.0,2.720224,2
1823.0,2.658032,2
1824.0,2.658032,2
1825.0,2.6688479999999997,2
1826.0,2.64992,2
1827.0,2.5552799999999998,2
1828.0,2.533648,2
1829.0,2.54176,2
1830.0,2.5525759999999997,2
1831.0,2.59584,2
1832.0,2.571504,2
1834.0,1.492608,2
1835.0,1.5034239999999999,2
1836.0,1.5169439999999998,2
1837.0,1.5277599999999998,2
1838.0,1.54128,2
1839.0,1.552096,2
1840.0,1.5493919999999999,2
1841.0,1.5602079999999998,2
1842.0,1.5764319999999998,2
1843.0,1.58184,2
1844.0,1.598064,2
1845.0,1.6061759999999998,2
1846.0,1.6196959999999998,2
1847.0,1.627808,2
1848.0,1.6683679999999999,2
1849.0,1.6629599999999998,2
1850.0,1.67648,2
1851.0,1.6981119999999998,2
1852.0,1.6954079999999998,2
1853.0,1.7251519999999998,2
1854.0,1.7143359999999999,2
1855.0,1.752192,2
1856.0,1.7575999999999998,2
1857.0,1.7738239999999998,2
1858.0,1.79816,2
1859.0,1.7873439999999998,2
1860.0,1.792752,2
1861.0,1.8170879999999998,2
1862.0,1.822496,2
1863.0,1.83872,2
